continent,country,time,gender_wage_gap,gender_wage_gap_fill,parttime_women,employment_women,employment_men,fte_women,fte_women_fill,fte_men,fte_men_fill
Oceania,Australia,1990,,,,57.4,79.2,,,,
Oceania,Australia,1991,,,,56.0,75.8,,,,
Oceania,Australia,1992,,,,55.6,74.2,,,,
Oceania,Australia,1993,,,,55.4,73.7,,,,
Oceania,Australia,1994,,,,56.9,75.1,,,,
Oceania,Australia,1995,,,,58.8,76.4,,,,
Oceania,Australia,1996,,,,59.0,76.3,,,,
Oceania,Australia,1997,,,,58.8,75.8,,,,
Oceania,Australia,1998,,,,59.4,76.2,,,,
Oceania,Australia,1999,,,,59.9,76.6,,,,
Oceania,Australia,2000,17.2,17.2,,61.3,76.9,,,,
Oceania,Australia,2001,14.3,14.3,38.8,61.7,76.4,47.9,,80.3,
Oceania,Australia,2002,15.0,15.0,39.1,62.0,76.7,48.0,,80.2,
Oceania,Australia,2003,13.0,13.0,39.4,63.0,77.1,48.7,,80.5,
Oceania,Australia,2004,14.4,14.4,38.4,63.0,77.6,49.0,,80.8,
Oceania,Australia,2005,15.8,15.8,38.7,64.6,78.5,50.2,,81.6,
Oceania,Australia,2006,16.7,16.7,38.3,65.4,78.8,51.0,,81.4,
Oceania,Australia,2007,15.4,15.4,37.7,66.1,79.5,51.8,,82.3,
Oceania,Australia,2008,11.9,11.9,37.7,66.7,79.7,52.4,,82.3,
Oceania,Australia,2009,16.4,16.4,38.2,66.3,77.8,51.6,,79.4,
Oceania,Australia,2010,14.0,14.0,38.6,66.1,78.6,51.3,,80.0,
Oceania,Australia,2011,16.0,16.0,38.4,66.7,78.7,51.8,,80.2,
Oceania,Australia,2012,13.8,13.8,38.2,66.6,78.1,51.8,,79.8,
Oceania,Australia,2013,18.0,18.0,38.1,66.4,77.6,51.7,,78.7,
Oceania,Australia,2014,,18.0,38.3,66.1,77.1,51.1,,77.7,
Europe,Austria,1994,,,,58.9,78.0,,,,
Europe,Austria,1995,,,21.6,58.9,78.6,52.9,,80.6,
Europe,Austria,1996,,,21.7,58.3,77.4,52.4,,79.6,
Europe,Austria,1997,,,21.3,58.4,77.2,52.6,,79.7,
Europe,Austria,1998,,,22.8,58.5,77.0,52.0,,79.2,
Europe,Austria,1999,,,24.4,59.4,77.5,52.1,,79.9,
Europe,Austria,2000,23.1,23.1,23.9,59.4,77.3,52.1,,79.6,
Europe,Austria,2001,22.8,22.8,25.3,59.9,76.6,51.9,,78.4,
Europe,Austria,2002,24.5,24.5,26.1,61.2,76.4,52.6,,78.1,
Europe,Austria,2003,21.1,21.1,26.7,61.6,76.4,52.7,,77.9,
Europe,Austria,2004,22.4,22.4,29.3,59.7,73.3,51.3,,80.4,
Europe,Austria,2005,22.0,22.0,30.3,61.1,73.7,51.8,,80.4,
Europe,Austria,2006,21.9,21.9,31.2,62.2,74.9,52.5,,81.5,
Europe,Austria,2007,21.6,21.6,31.4,63.5,76.3,53.3,,82.4,
Europe,Austria,2008,20.9,20.9,31.3,64.8,76.8,54.1,,82.0,
Europe,Austria,2009,19.4,19.4,32.4,65.2,75.5,53.7,,80.0,
Europe,Austria,2010,19.2,19.2,33.0,65.7,76.0,53.8,,79.8,
Europe,Austria,2011,18.6,18.6,32.8,66.1,76.2,54.0,,80.0,
Europe,Austria,2012,18.2,18.2,33.5,66.7,76.2,54.3,,79.6,
Europe,Austria,2013,18.1,18.1,33.4,66.9,76.0,54.1,,78.4,
Europe,Austria,2014,,18.1,34.9,66.9,75.2,53.5,,76.9,
Europe,Belgium,1990,,,28.8,40.8,68.1,,,,
Europe,Belgium,1991,,,30.5,43.0,68.7,,,,
Europe,Belgium,1992,,,30.4,44.6,68.4,,,,
Europe,Belgium,1993,,,30.2,44.9,67.0,,,,
Europe,Belgium,1994,,,30.0,44.8,66.5,,,,
Europe,Belgium,1995,,,29.9,45.4,66.9,38.1,,67.9,
Europe,Belgium,1996,,,30.2,45.6,66.8,37.9,,67.4,
Europe,Belgium,1997,,,30.5,46.7,67.1,38.9,,68.1,
Europe,Belgium,1998,,,31.2,47.5,67.0,39.9,,69.0,
Europe,Belgium,1999,,,36.6,50.2,67.5,41.0,,68.6,
Europe,Belgium,2000,13.6,13.6,35.5,51.5,69.5,42.0,,70.7,
Europe,Belgium,2001,13.2,13.2,33.5,51.0,68.8,41.7,,70.1,
Europe,Belgium,2002,11.6,11.6,32.9,51.4,68.3,42.6,,69.7,
Europe,Belgium,2003,15.2,15.2,33.7,51.8,67.3,42.4,,68.4,
Europe,Belgium,2004,11.8,11.8,33.9,52.6,67.9,42.6,,68.9,
Europe,Belgium,2005,11.5,11.5,33.1,53.8,68.3,43.9,,69.2,
Europe,Belgium,2006,10.3,10.3,33.8,54.0,67.9,43.7,,68.7,
Europe,Belgium,2007,9.9,9.9,32.2,55.3,68.7,45.4,,69.7,
Europe,Belgium,2008,8.9,8.9,32.5,56.2,68.6,45.8,,69.0,
Europe,Belgium,2009,7.5,7.5,31.8,56.0,67.2,45.9,,67.5,
Europe,Belgium,2010,7.0,7.0,31.7,56.5,67.4,46.4,,68.2,
Europe,Belgium,2011,5.8,5.8,32.4,56.7,67.1,46.3,,67.9,
Europe,Belgium,2012,6.4,6.4,32.1,56.8,66.9,46.5,,67.8,
Europe,Belgium,2013,5.9,5.9,31.4,57.2,66.4,47.2,,67.9,
Europe,Belgium,2014,,5.9,30.5,57.9,65.8,48.0,,66.9,
South America,Brazil,2001,,,28.4,51.2,78.2,46.1,,87.8,
South America,Brazil,2002,,,30.0,52.9,78.6,46.9,,87.3,
South America,Brazil,2003,,,29.7,52.9,77.9,46.8,,86.1,
South America,Brazil,2004,,,29.7,54.4,79.3,48.1,,87.5,
South America,Brazil,2005,,,30.9,55.3,79.5,48.3,,86.4,
South America,Brazil,2006,,,30.6,55.9,79.6,48.8,,86.0,
South America,Brazil,2007,,,29.1,55.9,79.7,49.2,,86.1,
South America,Brazil,2008,,,28.7,56.8,80.6,50.3,,86.5,
South America,Brazil,2009,,,28.1,56.4,79.7,50.0,,85.3,
South America,Brazil,2011,,,24.6,55.2,79.4,49.8,,84.1,
South America,Brazil,2012,,,24.6,55.8,79.3,50.3,,83.4,
South America,Brazil,2013,,,24.7,55.5,78.6,54.4,,82.1,
North America,Canada,1990,,,26.7,62.8,77.9,,,,
North America,Canada,1991,,,27.9,61.9,74.7,,,,
North America,Canada,1992,,,28.3,61.0,72.6,,,,
North America,Canada,1993,,,29.0,60.5,72.4,,,,
North America,Canada,1994,,,28.8,61.1,73.0,,,,
North America,Canada,1995,,,28.5,61.6,73.4,,,,
North America,Canada,1996,,,29.0,61.5,73.2,,,,
North America,Canada,1997,,,29.3,62.1,73.8,,,,
North America,Canada,1998,,,28.6,63.5,74.4,,,,
North America,Canada,1999,,,27.9,64.6,75.4,,,,
North America,Canada,2000,23.9,23.9,27.2,65.6,76.2,,,,
North America,Canada,2001,24.3,24.3,27.0,65.9,75.7,,,,
North America,Canada,2002,24.0,24.0,27.7,66.9,75.9,,,,
North America,Canada,2003,22.5,22.5,27.9,68.0,76.4,,,,
North America,Canada,2004,22.7,22.7,27.2,68.3,76.6,,,,
North America,Canada,2005,21.3,21.3,27.0,68.2,76.6,,,,
North America,Canada,2006,21.1,21.1,26.4,68.9,76.7,,,,
North America,Canada,2007,20.8,20.8,26.3,69.9,77.0,,,,
North America,Canada,2008,20.5,20.5,26.6,69.9,77.1,,,,
North America,Canada,2009,20.1,20.1,27.2,69.0,73.8,,,,
North America,Canada,2010,19.0,19.0,27.7,68.8,74.1,,,,
North America,Canada,2011,19.2,19.2,27.0,68.9,74.8,,,,
North America,Canada,2012,19.5,19.5,26.7,69.2,74.9,,,,
North America,Canada,2013,19.3,19.3,26.7,69.7,75.2,,,,
North America,Canada,2014,19.2,19.2,27.0,69.4,75.2,,,,
South America,Chile,1996,,,9.4,34.4,76.0,,,,
South America,Chile,1997,,,9.6,35.4,75.6,,,,
South America,Chile,1998,,,8.6,35.8,75.2,,,,
South America,Chile,1999,,,8.7,35.0,72.2,,,,
South America,Chile,2000,,,8.7,35.1,71.9,,,,
South America,Chile,2001,,,9.8,34.5,71.2,,,,
South America,Chile,2002,,,9.0,34.5,71.0,,,,
South America,Chile,2003,,,9.9,35.8,71.3,,,,
South America,Chile,2004,,,11.7,36.7,70.7,,,,
South America,Chile,2005,,,12.1,38.0,71.1,,,,
South America,Chile,2006,4.0,4.0,13.3,39.2,72.0,,,,
South America,Chile,2007,,4.0,13.9,40.4,72.3,,,,
South America,Chile,2008,,4.0,15.2,42.1,72.6,,,,
South America,Chile,2009,9.1,9.1,17.0,42.2,70.0,,,,
South America,Chile,2010,,9.1,25.7,46.7,72.1,,,,
South America,Chile,2011,16.0,16.0,25.5,49.1,73.6,,,,
South America,Chile,2012,,16.0,24.6,50.2,73.6,,,,
South America,Chile,2013,16.7,16.7,24.3,51.0,73.8,,,,
South America,Chile,2014,,16.7,25.0,51.7,72.8,,,,
Asia,China (People's Republic of),2000,,,,73.8,84.6,,,,
Asia,China (People's Republic of),2010,,,,68.0,82.0,,,,
South America,Colombia,2001,,,28.2,46.0,75.5,47.3,,94.9,
South America,Colombia,2002,,,29.6,46.0,74.7,46.4,,93.1,
South America,Colombia,2003,,,26.4,47.8,76.4,49.9,,98.3,
South America,Colombia,2004,,,26.8,46.6,75.5,48.6,,97.1,
South America,Colombia,2005,,,24.3,47.1,76.5,49.7,,96.7,
South America,Colombia,2007,,,22.8,46.0,75.2,49.6,,95.5,
South America,Colombia,2008,,,23.1,46.6,75.3,49.4,,95.0,
South America,Colombia,2009,,,24.8,49.0,76.5,50.8,,95.6,
South America,Colombia,2010,,,26.3,50.9,77.2,52.3,,96.6,
South America,Colombia,2011,,,27.3,52.4,78.4,53.3,,97.4,
South America,Colombia,2012,,,28.6,54.1,79.1,54.3,,97.9,
South America,Colombia,2013,,,28.4,54.6,79.1,54.6,,97.6,
South America,Colombia,2014,,,26.6,55.2,79.6,55.3,,97.4,
North America,Costa Rica,2010,,,27.0,44.6,74.3,42.7,,95.0,
North America,Costa Rica,2011,,,21.0,43.0,72.7,43.9,,90.6,
North America,Costa Rica,2012,,,26.0,48.7,74.6,46.1,,88.9,
North America,Costa Rica,2013,,,30.0,48.7,74.6,44.4,,88.0,
North America,Costa Rica,2014,,,30.6,48.0,75.2,44.1,,89.6,
Europe,Czech Republic,1993,,,5.8,60.4,77.6,,,,
Europe,Czech Republic,1994,,,5.6,61.0,77.5,,,,
Europe,Czech Republic,1995,,,5.6,61.0,77.9,,,,
Europe,Czech Republic,1996,,,5.3,60.6,78.1,,,,
Europe,Czech Republic,1997,,,5.5,59.9,77.4,,,,
Europe,Czech Republic,1998,,,5.4,58.7,76.3,,,,
Europe,Czech Republic,1999,,,5.6,57.4,74.3,,,,
Europe,Czech Republic,2000,19.1,19.1,5.4,56.9,73.6,,,,
Europe,Czech Republic,2001,17.0,17.0,5.4,57.0,73.6,,,,
Europe,Czech Republic,2002,16.1,16.1,4.9,57.1,74.2,56.4,,80.8,
Europe,Czech Republic,2003,15.8,15.8,5.3,56.3,73.4,55.7,,80.5,
Europe,Czech Republic,2004,16.3,16.3,5.2,56.0,72.4,,55.7,,80.5
Europe,Czech Republic,2005,16.1,16.1,5.5,56.3,73.3,55.7,,79.5,
Europe,Czech Republic,2006,15.5,15.5,5.6,56.8,73.7,56.0,,79.9,
Europe,Czech Republic,2007,17.1,17.1,5.9,57.3,74.8,56.5,,81.1,
Europe,Czech Republic,2008,18.0,18.0,5.8,57.6,75.4,56.8,,81.7,
Europe,Czech Republic,2009,15.2,15.2,6.2,56.7,73.8,55.5,,79.5,
Europe,Czech Republic,2010,15.9,15.9,7.0,56.3,73.5,54.9,,78.6,
Europe,Czech Republic,2011,16.5,16.5,6.6,57.2,74.0,55.8,,78.9,
Europe,Czech Republic,2012,15.4,15.4,7.0,58.2,74.6,56.5,,79.1,
Europe,Czech Republic,2013,15.5,15.5,8.0,59.6,75.7,57.3,,79.5,
Europe,Czech Republic,2014,16.1,16.1,7.7,60.7,77.0,58.3,,80.6,
Europe,Denmark,1990,,,29.7,70.6,80.1,,,,
Europe,Denmark,1991,,,28.8,70.1,79.1,,,,
Europe,Denmark,1992,,,29.0,70.4,78.5,,,,
Europe,Denmark,1993,,,28.5,68.7,75.9,,,,
Europe,Denmark,1994,,,26.2,67.1,77.6,,,,
Europe,Denmark,1995,,,25.8,67.0,80.7,54.1,,77.8,
Europe,Denmark,1996,,,24.4,67.4,80.5,54.4,,77.0,
Europe,Denmark,1997,,,24.5,69.4,81.3,56.2,,76.6,
Europe,Denmark,1998,,,25.6,70.3,80.2,56.4,,76.6,
Europe,Denmark,1999,,,22.7,71.6,81.2,58.5,,78.0,
Europe,Denmark,2000,,,22.4,71.6,80.8,58.9,,78.3,
Europe,Denmark,2001,,,21.3,72.0,80.2,59.5,,78.0,
Europe,Denmark,2002,,,21.4,71.7,80.0,58.9,,77.1,
Europe,Denmark,2003,,,22.7,70.5,79.6,57.6,,76.5,
Europe,Denmark,2004,,,23.8,71.6,79.7,57.6,,76.4,
Europe,Denmark,2005,,,23.9,71.9,79.8,58.2,,76.5,
Europe,Denmark,2006,,,24.6,73.4,81.2,59.1,,77.4,
Europe,Denmark,2007,,,23.4,73.2,80.8,58.2,,73.9,
Europe,Denmark,2008,10.2,10.2,23.3,74.1,81.6,58.7,,73.8,
Europe,Denmark,2009,10.2,10.2,24.5,72.7,78.0,57.1,,69.8,
Europe,Denmark,2010,8.9,8.9,25.4,71.1,75.6,55.4,,67.8,
Europe,Denmark,2011,7.9,7.9,25.2,70.4,75.9,54.9,,68.1,
Europe,Denmark,2012,7.0,7.0,24.9,70.0,75.2,54.7,,67.1,
Europe,Denmark,2013,6.8,6.8,24.7,70.0,75.0,54.8,,66.9,
Europe,Denmark,2014,,6.8,25.4,69.8,75.8,54.3,,67.4,
Europe,Estonia,1990,,,,71.9,84.9,,,,
Europe,Estonia,1991,,,,69.8,83.2,,,,
Europe,Estonia,1992,,,,65.8,79.7,,,,
Europe,Estonia,1993,,,,62.6,75.8,,,,
Europe,Estonia,1994,,,,62.0,75.3,,,,
Europe,Estonia,1995,,,,60.6,71.6,,,,
Europe,Estonia,1996,,,,60.5,70.2,,,,
Europe,Estonia,1997,,,,60.5,71.4,,,,
Europe,Estonia,1998,,,,60.5,69.5,,,,
Europe,Estonia,1999,,,,57.9,66.4,,,,
Europe,Estonia,2000,,,10.0,57.3,64.1,55.8,,67.0,
Europe,Estonia,2001,,,10.1,57.8,64.8,56.0,,67.4,
Europe,Estonia,2002,24.0,24.0,10.0,58.0,64.5,56.0,,66.5,
Europe,Estonia,2003,,24.0,10.6,59.5,66.1,56.9,,68.1,
Europe,Estonia,2004,,24.0,9.3,60.4,65.1,57.9,,66.8,
Europe,Estonia,2005,,24.0,9.5,62.8,66.1,60.3,,67.7,
Europe,Estonia,2006,28.1,28.1,10.3,65.4,71.2,62.5,,73.0,
Europe,Estonia,2007,,28.1,10.1,66.1,73.2,62.9,,75.1,
Europe,Estonia,2008,,28.1,9.0,66.6,73.6,63.5,,74.8,
Europe,Estonia,2009,,28.1,11.3,63.2,64.3,59.3,,64.3,
Europe,Estonia,2010,26.6,26.6,11.7,60.7,61.7,56.8,,61.9,
Europe,Estonia,2011,,26.6,12.9,62.9,67.9,58.5,,68.1,
Europe,Estonia,2012,,26.6,11.9,64.6,69.9,60.5,,70.2,
Europe,Estonia,2013,,26.6,11.3,65.6,71.4,61.7,,71.5,
Europe,Estonia,2014,,26.6,10.3,66.2,73.0,62.7,,72.7,
